"ID","Title","Attachments","Created By","Created On","Estimate","Forecast","Priority","References","Section","Section Depth","Section Description","Suite","Suite ID","Type","Updated By","Updated On","is_converted"
"C427","Validate case-insensitivity in the Achievements/Key results field.","","Yhomarys Pinzon","9/1/2026 5:54 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:30 PM","1"
"C428","Validate spaces at the beginning and end of the Achievements/Key results field.","","Yhomarys Pinzon","9/1/2026 5:57 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:29 PM","1"
"C429","Validate the Achievements/Key Results field with a length less than the minimum.","","Yhomarys Pinzon","9/1/2026 6:01 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 1:50 PM","1"
"C430","Validate the minimum character limit for Achievements/Key Results field.","","Yhomarys Pinzon","9/1/2026 6:12 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:29 PM","1"
"C431","Validate the maximum character limit for Achievements/Key Results field.","","Yhomarys Pinzon","9/1/2026 6:16 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:29 PM","1"
"C432","Validate Achievements/Key Results field length above maximum.","","Yhomarys Pinzon","9/1/2026 6:18 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:28 PM","1"
"C433","Validate empty Achievements/Key results field.","","Yhomarys Pinzon","9/1/2026 6:22 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:29 PM","1"
"C434","Validate the visibility of the Expectations from work (optional) from work field.","","Yhomarys Pinzon","9/1/2026 6:41 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:48 PM","1"
"C435","Verify Example accordion button functionality.","","Yhomarys Pinzon","9/1/2026 6:44 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/1/2026 6:47 PM","1"
"C436","Validate the empty Expectations from work (optional) field.","","Yhomarys Pinzon","9/1/2026 6:53 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 1:29 PM","1"
"C437","Validate Expectations from work (optional) field with a valid format.","","Yhomarys Pinzon","9/3/2026 1:25 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 1:30 PM","1"
"C438","Validate invalid formats in Expectations from work (optional) field.","","Yhomarys Pinzon","9/3/2026 1:29 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 1:35 PM","1"
"C439","Validate case insensitivity in Expectations from work (optional) field.","","Yhomarys Pinzon","9/3/2026 1:35 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 1:46 PM","1"
"C440","Validate leading and trailing spaces in Expectations from work (optional) field.","","Yhomarys Pinzon","9/3/2026 1:40 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 1:46 PM","1"
"C441","Validate the Expectations from work (optional) field with a length less than the minimum.","","Yhomarys Pinzon","9/3/2026 1:46 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 2:15 PM","1"
"C442","Validate the minimum character limit for Expectations from work (optional) field.","","Yhomarys Pinzon","9/3/2026 1:58 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 2:01 PM","1"
"C443","Validate the maximum character limit for Expectations from work (optional) field.","","Yhomarys Pinzon","9/3/2026 2:02 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 2:08 PM","1"
"C444","Validate Expectations field length above maximum.","","Yhomarys Pinzon","9/3/2026 2:08 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 2:10 PM","1"
"C445","Validate the visibility of the Avatar type tabs.","","Yhomarys Pinzon","9/3/2026 2:56 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 3:08 PM","1"
"C446","Validate the visibility of the Choose NFT Avatar block.","","Yhomarys Pinzon","9/3/2026 3:09 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 3:39 PM","1"
"C447","Validate the hover effect on the avatar selection tabs.","","Yhomarys Pinzon","9/3/2026 3:15 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 3:20 PM","1"
"C448","Validate the click action to open the NFT avatar modal.","","Yhomarys Pinzon","9/3/2026 3:22 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 3:31 PM","1"
"C449","Validate the cancellation action via the modal close button.","","Yhomarys Pinzon","9/3/2026 3:31 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/3/2026 3:38 PM","1"
"C450","Validate the visibility of the Wallet address to receive free NFT field.","","Yhomarys Pinzon","9/3/2026 3:47 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 11:57 AM","1"
"C451","Validate the tooltip information of the Wallet address to receive free NFT field.","","Yhomarys Pinzon","9/3/2026 3:51 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 11:56 AM","1"
"C452","Validate that the Wallet address to receive free NFT field is optional.","","Yhomarys Pinzon","9/3/2026 3:55 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 11:56 AM","1"
"C453","Validate a valid Wallet address to receive free NFT format.","","Yhomarys Pinzon","9/3/2026 4:02 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 11:55 AM","1"
"C454","Validate invalid Wallet address to receive free NFT format missing the 0x prefix.","","Yhomarys Pinzon","9/4/2026 11:51 AM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 11:55 AM","1"
"C455","Validate Wallet address to receive free NFT field with a length less than the minimum.","","Yhomarys Pinzon","9/4/2026 12:02 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 12:06 PM","1"
"C456","Validate the maximum character limit for Wallet address to receive free NFT field.","","Yhomarys Pinzon","9/4/2026 12:09 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 12:13 PM","1"
"C457","Validate Wallet address to receive free NFT field length above maximum.","","Yhomarys Pinzon","9/4/2026 12:14 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 12:30 PM","1"
"C458","Validate the visibility of the Upload your photo section.","","Yhomarys Pinzon","9/4/2026 12:40 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 12:45 PM","1"
"C459","Validate the click action to trigger file upload selection.","","Yhomarys Pinzon","9/4/2026 12:46 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 12:49 PM","1"
"C460","Validate upload of a valid photo profile.","","Yhomarys Pinzon","9/4/2026 12:50 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 12:52 PM","1"
"C461","Validate upload of an invalid file format for photo profile.","","Yhomarys Pinzon","9/4/2026 12:53 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 12:55 PM","1"
"C462","Validate replacing a previously uploaded profile photo.","","Yhomarys Pinzon","9/4/2026 1:01 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 1:13 PM","1"
"C463","Validate empty First name field.","","Yhomarys Pinzon","9/4/2026 1:18 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 1:21 PM","1"
"C464","Validate First name field with a valid format.","","Yhomarys Pinzon","9/4/2026 1:45 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 1:47 PM","1"
"C465","Validate First name field containing only numbers.","","Yhomarys Pinzon","9/4/2026 1:48 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 1:52 PM","1"
"C466","Validate case insensitivity in First name field.","","Yhomarys Pinzon","9/4/2026 1:52 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 1:54 PM","1"
"C467","Validate First name field containing only special characters.","","Yhomarys Pinzon","9/4/2026 1:55 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 1:57 PM","1"
"C468","Validate leading and trailing spaces in First name field.","","Yhomarys Pinzon","9/4/2026 1:58 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:00 PM","1"
"C469","Validate spaces between words in First name field.","","Yhomarys Pinzon","9/4/2026 2:00 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:02 PM","1"
"C470","Validate First name field length below minimum.","","Yhomarys Pinzon","9/4/2026 2:03 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:06 PM","1"
"C471","Validate the minimum character limit for First name field.","","Yhomarys Pinzon","9/4/2026 2:07 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:12 PM","1"
"C472","Validate the maximum character limit for First name field.","","Yhomarys Pinzon","9/4/2026 2:13 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:18 PM","1"
"C473","Validate First name field length above maximum.","","Yhomarys Pinzon","9/4/2026 2:18 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:22 PM","1"
"C474","Validate empty Last name field.","","Yhomarys Pinzon","9/4/2026 2:26 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:29 PM","1"
"C475","Validate Last name field with a valid format.","","Yhomarys Pinzon","9/4/2026 2:29 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:31 PM","1"
"C476","Validate Last name field containing only numbers.","","Yhomarys Pinzon","9/4/2026 2:32 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:34 PM","1"
"C477","Validate case insensitivity in Last name field.","","Yhomarys Pinzon","9/4/2026 2:34 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:36 PM","1"
"C478","Validate Last name field containing only special characters.","","Yhomarys Pinzon","9/4/2026 2:36 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:38 PM","1"
"C479","Validate leading and trailing spaces in Last name field.","","Yhomarys Pinzon","9/4/2026 2:39 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:41 PM","1"
"C480","Validate internal spaces between words in Last name field.","","Yhomarys Pinzon","9/4/2026 2:42 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:44 PM","1"
"C481","Validate Last name field length below minimum.","","Yhomarys Pinzon","9/4/2026 2:45 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:48 PM","1"
"C482","Validate the minimum character limit for Last name field.","","Yhomarys Pinzon","9/4/2026 2:48 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:52 PM","1"
"C483","Validate the maximum character limit for Last name field.","","Yhomarys Pinzon","9/4/2026 2:52 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:55 PM","1"
"C484","Validate Last name field length above maximum.","","Yhomarys Pinzon","9/4/2026 2:56 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 2:59 PM","1"
"C485","Validate the visibility of the CV file section.","","Yhomarys Pinzon","9/4/2026 3:02 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:03 PM","1"
"C486","Validate the click action to trigger CV file upload.","","Yhomarys Pinzon","9/4/2026 3:03 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:05 PM","1"
"C487","Validate CV upload with a valid PDF format.","","Yhomarys Pinzon","9/4/2026 3:05 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:07 PM","1"
"C488","Validate CV upload with an invalid file format.","","Yhomarys Pinzon","9/4/2026 3:08 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:18 PM","1"
"C489","Validate empty CV file validation.","","Yhomarys Pinzon","9/4/2026 3:19 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:21 PM","1"
"C490","Validate the visibility of the Linkedin (optional) field.","","Yhomarys Pinzon","9/4/2026 3:48 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:49 PM","1"
"C491","Validate that the Linkedin field is optional.","","Yhomarys Pinzon","9/4/2026 3:49 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:50 PM","1"
"C492","Validate a valid Linkedin profile URL format.","","Yhomarys Pinzon","9/4/2026 3:51 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 4:41 PM","1"
"C493","Validate an invalid URL structure in Linkedin (optional) field.","","Yhomarys Pinzon","9/4/2026 3:55 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 3:58 PM","1"
"C494","Validate leading and trailing spaces in Linkedin (optional) field.","","Yhomarys Pinzon","9/4/2026 3:58 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 4:00 PM","1"
"C495","Validate URL variations in the LinkedIn field (optional).","","Yhomarys Pinzon","9/4/2026 4:02 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 4:08 PM","1"
"C496","Validate the rejection of corporate URLs in the LinkedIn field (optional).","","Yhomarys Pinzon","9/4/2026 4:07 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 4:12 PM","1"
"C497","Validate the visibility of the Behance (optional) field.","","Yhomarys Pinzon","9/4/2026 4:19 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 4:20 PM","1"
"C498","Validate that the Behance field is optional.","","Yhomarys Pinzon","9/4/2026 4:21 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/4/2026 4:22 PM","1"
"C499","Validate a valid Behance profile URL format.","","Yhomarys Pinzon","9/4/2026 4:23 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 4:37 PM","1"
"C500","Validate an invalid Behance profile URL format.","","Yhomarys Pinzon","9/4/2026 4:40 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 4:38 PM","1"
"C501","Validate leading and trailing spaces in Behance (optional) field.","","Yhomarys Pinzon","9/6/2026 4:32 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 4:35 PM","1"
"C502","Validate corporate URL rejection in Behance (optional) field.","","Yhomarys Pinzon","9/6/2026 4:37 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:26 PM","1"
"C503","Validate the visibility of the GitHub (optional) field.","","Yhomarys Pinzon","9/6/2026 4:54 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 4:56 PM","1"
"C504","Validate that the GitHub field is optional.","","Yhomarys Pinzon","9/6/2026 4:56 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 4:58 PM","1"
"C505","Validate a valid GitHub profile URL format.","","Yhomarys Pinzon","9/6/2026 4:58 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:02 PM","1"
"C506","Validate an invalid GitHub profile URL format.","","Yhomarys Pinzon","9/6/2026 5:03 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:05 PM","1"
"C507","Validate leading and trailing spaces in GitHub field.","","Yhomarys Pinzon","9/6/2026 5:11 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:21 PM","1"
"C508","Validate the rejection of corporate URLs in the GitHub field (optional).","","Yhomarys Pinzon","9/6/2026 5:15 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:21 PM","1"
"C509","Validate the visibility of the Activate Profile button.","","Yhomarys Pinzon","9/6/2026 5:28 PM","","","Medium","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:30 PM","1"
"C510","Validate the hover effect of the Activate Profile button.","","Yhomarys Pinzon","9/6/2026 5:30 PM","","","Low","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:31 PM","1"
"C511","Validate the redirection of the Activate Profile button.","","Yhomarys Pinzon","9/6/2026 5:34 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:40 PM","1"
"C512","Validate the visibility of the profile pending analysis banner.","","Yhomarys Pinzon","9/6/2026 5:44 PM","","","High","HUN-3","As a candidate","1","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 5:54 PM","1"
"C513","Validate the visibility of the Sign up link on Login page.","","Yhomarys Pinzon","9/6/2026 6:06 PM","","","Medium","HUN-3","4. Sign In","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:09 PM","1"
"C514","Validate the hover effect of the Sign up link.","","Yhomarys Pinzon","9/6/2026 6:10 PM","","","Low","HUN-3","4. Sign In","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:11 PM","1"
"C515","Validate the redirection of the Sign up link.","","Yhomarys Pinzon","9/6/2026 6:12 PM","","","High","HUN-3","4. Sign In","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:14 PM","1"
"C516","Validate the visibility of the Forgot password link on Login page.","","Yhomarys Pinzon","9/6/2026 6:16 PM","","","Medium","HUN-3","4. Sign In","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:17 PM","1"
"C517","Validate the hover effect of the Forgot password link.","","Yhomarys Pinzon","9/6/2026 6:17 PM","","","Low","HUN-3","4. Sign In","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:18 PM","1"
"C518","Validate the redirection of the Forgot password link.","","Yhomarys Pinzon","9/6/2026 6:18 PM","","","High","HUN-3","4. Sign In","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:20 PM","1"
"C519","Validate initiating a chat from the general Candidates list.","","Yhomarys Pinzon","9/6/2026 6:35 PM","","","High","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:48 PM","1"
"C520","Validate initiating a chat from the Candidate profile page.","","Yhomarys Pinzon","9/6/2026 6:49 PM","","","High","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 6:51 PM","1"
"C521","Validate the hiding of contact details on the candidate's profile page.","","Yhomarys Pinzon","9/6/2026 7:01 PM","","","Critical","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:06 PM","1"
"C522","Validate revealing candidate contact information upon approval.","","Yhomarys Pinzon","9/6/2026 7:08 PM","","","Critical","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:14 PM","1"
"C523","Verify profile masking after proposal rejection.","","Yhomarys Pinzon","9/6/2026 7:17 PM","","","Critical","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:18 PM","1"
"C524","Validate sending a formal job offer to the candidate.","","Yhomarys Pinzon","9/6/2026 7:20 PM","","","Critical","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:22 PM","1"
"C525","Validate marking a conversation thread as rejected.","","Yhomarys Pinzon","9/6/2026 7:22 PM","","","High","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:24 PM","1"
"C526","Validate group chat archiving option availability.","","Yhomarys Pinzon","9/6/2026 7:27 PM","","","Medium","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:28 PM","1"
"C527","Validate marking a group chat as favorite.","","Yhomarys Pinzon","9/6/2026 7:29 PM","","","High","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:30 PM","1"
"C528","Validate archiving a group chat conversation thread.","","Yhomarys Pinzon","9/6/2026 7:30 PM","","","High","HUN-5","5. Chats","0","","Master","S6","Functional","Yhomarys Pinzon","9/6/2026 7:31 PM","1"
"C529","Validate profile switching mechanism in account settings.","","Yhomarys Pinzon","9/7/2026 2:30 PM","","","Critical","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 2:34 PM","1"
"C530","Validate data persistence across dual profile roles.","","Yhomarys Pinzon","9/7/2026 2:34 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 2:35 PM","1"
"C531","Validate dual role session authentication safety.","","Yhomarys Pinzon","9/7/2026 2:36 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 2:37 PM","1"
"C532","Validate option availability to create the opposite profile role.","","Yhomarys Pinzon","9/7/2026 2:40 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 2:41 PM","1"
"C533","Validate independent creation wizard for the new profile role.","","Yhomarys Pinzon","9/7/2026 2:42 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 2:43 PM","1"
"C534","Validate account switching behavior after opposite profile creation.","","Yhomarys Pinzon","9/7/2026 2:43 PM","","","Critical","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 2:44 PM","1"
"C535","Validate access to the profile editing interface.","","Yhomarys Pinzon","9/7/2026 2:51 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 2:53 PM","1"
"C536","Validate saving profile modifications.","","Yhomarys Pinzon","9/7/2026 2:56 PM","","","Critical","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:08 PM","1"
"C537","Validate navigation between profile editing tabs.","","Yhomarys Pinzon","9/7/2026 3:09 PM","","","Medium","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:10 PM","1"
"C538","Validate data loading in profile editing fields.","","Yhomarys Pinzon","9/7/2026 3:10 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:11 PM","1"
"C539","Validate real-time role switching execution.","","Yhomarys Pinzon","9/7/2026 3:17 PM","","","Critical","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:18 PM","1"
"C540","Verify active session retention during role toggle.","","Yhomarys Pinzon","9/7/2026 3:18 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:19 PM","1"
"C541","Validate immediate menu navigation layout update.","","Yhomarys Pinzon","9/7/2026 3:20 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:21 PM","1"
"C542","Validate the visibility of social profile connection options.","","Yhomarys Pinzon","9/7/2026 3:24 PM","","","Medium","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:25 PM","1"
"C544","Validate the hover effect on the social connect buttons.","","Yhomarys Pinzon","9/7/2026 3:27 PM","","","Low","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:29 PM","1"
"C543","Validate successful connection redirection for each social network.","","Yhomarys Pinzon","9/7/2026 3:26 PM","","","Critical","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:27 PM","1"
"C545","Validate the visibility of Change Password configuration elements.","","Yhomarys Pinzon","9/7/2026 3:32 PM","","","Medium","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:33 PM","1"
"C546","Validate the hover effect on the Change password button.","","Yhomarys Pinzon","9/7/2026 3:34 PM","","","Low","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 3:59 PM","1"
"C547","Validate the redirection of the Change password button.","","Yhomarys Pinzon","9/7/2026 3:36 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:04 PM","1"
"C548","Validate the visibility of the Current password field.","","Yhomarys Pinzon","9/7/2026 3:42 PM","","","Medium","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:09 PM","1"
"C549","Verify text masking in Current password field.","","Yhomarys Pinzon","9/7/2026 4:09 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:10 PM","1"
"C550","Validate eye icon visibility toggle in Current password field.","","Yhomarys Pinzon","9/7/2026 4:10 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:11 PM","1"
"C551","Validate empty Current password field submission.","","Yhomarys Pinzon","9/7/2026 4:12 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:14 PM","1"
"C552","Validate Current password field with an incorrect password.","","Yhomarys Pinzon","9/7/2026 4:14 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:23 PM","1"
"C553","Validate the current password field with a valid password.","","Yhomarys Pinzon","9/7/2026 4:24 PM","","","High","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:25 PM","1"
"C554","Validate the visibility of the New password field.","","Yhomarys Pinzon","9/7/2026 4:27 PM","","","Medium","HUN-3","6. Profile","0","","Master","S6","Functional","Yhomarys Pinzon","9/7/2026 4:28 PM","1"
